 Electoral_Area,PD
"092 Rockfield, Co. Kerry",45.9
"093 Ardagh, Co. Kerry",43.6
"094 Astee, Co. Kerry",21.2
"095 Ballincloher, Co. Kerry",37.3
"096 Ballyconry, Co. Kerry",38.2
"097 Ballyduff, Co. Kerry",69.8
"098 Ballyegan, Co. Kerry",8.9
"099 Ballyhorgan, Co. Kerry",23.6
"100 Beal, Co. Kerry",18.2
"101 Carrig, Co. Kerry",33.8
"102 Causeway, Co. Kerry",56.7
"103 Cloontubbrid, Co. Kerry",25.8
"104 Drommartin, Co. Kerry",30.9
"105 Duagh, Co. Kerry",38.4
"106 Ennismore, Co. Kerry",32.7
"107 Gullane, Co. Kerry",16.1
"108 Gunsborough, Co. Kerry",22.9
"109 Kilfeighny, Co. Kerry",25.8
"110 Killehenny, Co. Kerry",99
"111 Killury, Co. Kerry",27
"112 Kilmeany, Co. Kerry",30.1
"113 Kilshenane, Co. Kerry",6.8
"114 Kiltomy, Co. Kerry",26.2
"115 Leitrim, Co. Kerry",28
"116 Lislaughtin, Co. Kerry",23.3
"117 Lisselton, Co. Kerry",17.8
"118 Listowel Rural, Co. Kerry",56.7
"119 Lixnaw, Co. Kerry",91.9
"120 Moynsha, Co. Kerry",25.8
"121 Newtownsandes, Co. Kerry",27.6
"122 Rathea, Co. Kerry",17.7
"123 Shronowen, Co. Kerry",15.8
"124 Tarbert, Co. Kerry",45.1
"125 Tarmon, Co. Kerry",23.7
"126 Trienearagh, Co. Kerry",16.1
"127 Urlee, Co. Kerry",30.1
"128 Abbeydorney, Co. Kerry",44.9
"129 Arabela, Co. Kerry",52.3
"130 Ardfert, Co. Kerry",122.6
"131 Ballyegan, Co. Kerry",27.5
"132 Ballyheige, Co. Kerry",64.7
"133 Ballynahaglish, Co. Kerry",84.9
"134 Ballynorig, Co. Kerry",28.9
"135 Ballyseedy, Co. Kerry",88
"136 Banna, Co. Kerry",36.5
"137 Baurtregaum, Co. Kerry",14.6
"138 Blennerville (Part Urban), Co. Kerry",51
"139 Boolteens, Co. Kerry",22.6
"140 Brosna, Co. Kerry",29.7
"141 Carker, Co. Kerry",19.2
"142 Castleisland, Co. Kerry",92.4
"143 Clogherbrien, Co. Kerry",65.7
"144 Cordal, Co. Kerry",11.8
"145 Crinny, Co. Kerry",17.3
"146 Derreen, Co. Kerry",8.9
"147 Doon, Co. Kerry",67.2
"148 Gneeves, Co. Kerry",15.1
"149 Kerryhead, Co. Kerry",26.5
"150 Kilflyn, Co. Kerry",13.6
"151 Kilgarrylander, Co. Kerry",19.6
"152 Kilgobban, Co. Kerry",8.2
"153 Killahan, Co. Kerry",24.2
"154 Kilmurry, Co. Kerry",11.7
"155 Kiltallagh, Co. Kerry",29.8
"156 Knockglass, Co. Kerry",39.3
"157 Knocknagashel, Co. Kerry",17.3
"158 Lackabaun, Co. Kerry",15
"159 Millbrook, Co. Kerry",14.6
"160 Mount Eagle, Co. Kerry",4.8
"161 Nohaval, Co. Kerry",14.3
"162 O'Brennan, Co. Kerry",17
"163 Ratass, Co. Kerry",65.9
"164 Scartaglin, Co. Kerry",34.4
"165 Tralee Rural (Part Urban), Co. Kerry",647.2
"166 Tubrid, Co. Kerry",33.9
"001 Abbey A, Limerick City",1901
"002 Abbey B, Limerick City",2721.7
"003 Abbey C, Limerick City",4831.2
"004 Abbey D, Limerick City",4488.8
"005 Ballinacurra A, Limerick City",1087.9
"006 Ballinacurra B, Limerick City",2022.1
"007 Ballynanty, Limerick City",2181.5
"008 Castle A, Limerick City",3642.9
"009 Castle B, Limerick City",3724.3
"010 Castle C, Limerick City",2279.4
"011 Castle D, Limerick City",2282.9
"012 Coolraine, Limerick City",2950
"013 Custom House, Limerick City",5206.9
"014 Dock A, Limerick City",14758
"015 Dock B, Limerick City",7063.2
"016 Dock C, Limerick City",3469.8
"017 Dock D, Limerick City",1341.3
"018 Farranshone, Limerick City",3452.1
"019 Galvone A, Limerick City",1938.6
"020 Galvone B, Limerick City",1001.2
"021 Glentworth A, Limerick City",2241.3
"022 Glentworth B, Limerick City",4634.3
"023 Glentworth C, Limerick City",2239.1
"024 John's A, Limerick City",2066.9
"025 John's B, Limerick City",3492.5
"026 John's C, Limerick City",7259.3
"027 Killeely A, Limerick City",3005
"028 Killeely B, Limerick City",7075.4
"029 Market, Limerick City",8757.5
"030 Prospect A, Limerick City",4865.7
"031 Prospect B, Limerick City",3570
"032 Rathbane, Limerick City",2756.4
"033 St. Laurence, Limerick City",1144.2
"034 Shannon A, Limerick City",8181.7
"035 Shannon B, Limerick City",4968.6
"036 Singland A, Limerick City",5224.1
"037 Singland B, Limerick City",3512
"065 Limerick North Rural, Limerick City",754
"001 Abbeyville, Co. Limerick",26.7
"002 Adare North, Co. Limerick",33.5
"003 Adare South, Co. Limerick",94.8
"004 Ballingarry, Co. Limerick",53.2
"005 Ballyagran, Co. Limerick",29.8
"006 Ballygrennan, Co. Limerick",18.2
"007 Ballynabanoge, Co. Limerick",22.6
"008 Ballynoe, Co. Limerick",20.2
"009 Castletown, Co. Limerick",17.9
"010 Coolrus, Co. Limerick",21.3
"011 Crean, Co. Limerick",28.9
"012 Crecora, Co. Limerick",32.6
"013 Croom, Co. Limerick",94.5
"014 Dunnaman, Co. Limerick",38.6
"015 Fedamore, Co. Limerick",64
"016 Garrane, Co. Limerick",26.4
"017 Grange, Co. Limerick",34.2
"018 Kilfinny, Co. Limerick",18.8
"019 Kilpeacon, Co. Limerick",32.3
"020 Rathmore, Co. Limerick",23.7
"021 Fleanmore, Co. Limerick",17.2
"022 Glin, Co. Limerick",48
"023 Kilfergus, Co. Limerick",15.6
"024 Kilmoylan, Co. Limerick",11.2
"025 Ardpatrick, Co. Limerick",18.3
"026 Athlacca, Co. Limerick",22.6
"027 Ballymacshaneboy, Co. Limerick",20
"028 Bruff, Co. Limerick",71.9
"029 Bruree, Co. Limerick",60.5
"030 Bulgaden, Co. Limerick",23.4
"031 Cahercorney, Co. Limerick",41.7
"032 Colmanswell, Co. Limerick",18.4
"033 Darragh, Co. Limerick",16.7
"034 Dromin, Co. Limerick",21.5
"035 Emlygrennan, Co. Limerick",30.3
"036 Glenbrohane, Co. Limerick",21.6
"037 Griston, Co. Limerick",19
"038 Hospital, Co. Limerick",60.1
"039 Kilfinnane, Co. Limerick",40.6
"040 Kilflyn, Co. Limerick",10.3
"041 Kilmallock, Co. Limerick",108.4
"042 Kilteely, Co. Limerick",32.6
"043 Knockainy, Co. Limerick",32
"044 Knocklong, Co. Limerick",47.1
"045 Particles, Co. Limerick",9.9
"046 Rockhill, Co. Limerick",18.9
"047 Tobernea, Co. Limerick",30.4
"048 Uregare, Co. Limerick",27
"049 Abington, Co. Limerick",56.7
"050 Ballybricken, Co. Limerick",61.7
"051 Ballycummin, Co. Limerick",952.1
"052 Ballysimon, Co. Limerick",449.7
"053 Ballyvarra, Co. Limerick",114.6
"054 Caherconlish East, Co. Limerick",25.9
"055 Caherconlish West, Co. Limerick",92.8
"056 Caherelly, Co. Limerick",32.3
"057 Cappamore, Co. Limerick",74.8
"058 Carrig, Co. Limerick",40.1
"059 Castleconnell, Co. Limerick",154
"060 Clarina, Co. Limerick",84.9
"061 Clonkeen, Co. Limerick",60.9
"062 Doon West, Co. Limerick",10.1
"063 Glenstal, Co. Limerick",34.6
"064 Kilmurry, Co. Limerick",35.1
"066 Limerick South Rural, Co. Limerick",308
"067 Patrickswell, Co. Limerick",116.4
"068 Roxborough, Co. Limerick",62.7
"069 Anglesborough, Co. Limerick",13.6
"070 Ballylanders, Co. Limerick",50.5
"071 Cullane, Co. Limerick",20
"072 Duntryleague, Co. Limerick",20.3
"073 Galbally, Co. Limerick",35.3
"074 Kilbeheny, Co. Limerick",9.4
"075 Kilglass, Co. Limerick",23.6
"076 Knocknascrow, Co. Limerick",13.7
"077 Riversdale, Co. Limerick",17.2
"078 Abbeyfeale, Co. Limerick",172.8
"079 Ardagh, Co. Limerick",37.7
"080 Ballintober, Co. Limerick",22.9
"081 Ballynoe West, Co. Limerick",25.8
"082 Boola, Co. Limerick",14.3
"083 Broadford, Co. Limerick",33.3
"084 Caher, Co. Limerick",27.4
"085 Cleanglass, Co. Limerick",13.5
"086 Cloncagh, Co. Limerick",17.8
"087 Danganbeg, Co. Limerick",22.3
"088 Dromcolliher, Co. Limerick",36.4
"089 Dromtrasna, Co. Limerick",31
"090 Feenagh, Co. Limerick",23.6
"091 Garryduff, Co. Limerick",17.7
"092 Glenagower, Co. Limerick",27.4
"093 Glengort, Co. Limerick",21
"094 Glensharrold, Co. Limerick",21.5
"095 Kilmeedy, Co. Limerick",24.4
"096 Knockaderry, Co. Limerick",34.4
"097 Mahoonagh, Co. Limerick",40.7
"098 Monagay, Co. Limerick",34.9
"099 Mountcollins, Co. Limerick",27.8
"100 Mountplummer, Co. Limerick",15.6
"101 Newcastle Rural, Co. Limerick",87.8
"102 Newcastle Urban, Co. Limerick",1613.6
"103 Port, Co. Limerick",31.1
"104 Rathronan, Co. Limerick",23.1
"105 Rooskagh, Co. Limerick",13.5
"106 Templeglentan, Co. Limerick",33.4
"107 Askeaton East, Co. Limerick",43.2
"108 Askeaton West, Co. Limerick",82.8
"109 Aughinish, Co. Limerick",21
"110 Ballyallinan, Co. Limerick",18.7
"111 Ballynacarriga, Co. Limerick",54.7
"112 Castletown, Co. Limerick",32.4
"113 Craggs, Co. Limerick",19.5
"114 Croagh, Co. Limerick",34.9
"115 Dromard, Co. Limerick",33
"116 Dunmoylan East, Co. Limerick",20.6
"117 Dunmoylan West, Co. Limerick",7.7
"118 Iveruss, Co. Limerick",20.3
"119 Kilcornan, Co. Limerick",31.1
"120 Kildimo, Co. Limerick",50.8
"121 Kilscannell, Co. Limerick",24.9
"122 Lismakeery, Co. Limerick",20.6
"123 Loghill, Co. Limerick",29.6
"124 Mohernagh, Co. Limerick",22.7
"125 Nantinan, Co. Limerick",33.7
"126 Pallaskenry, Co. Limerick",86
"127 Rathkeale Rural, Co. Limerick",33.2
"128 Rathkeale Urban, Co. Limerick",228.9
"129 Riddlestown, Co. Limerick",27
"130 Shanagolden, Co. Limerick",77.5
"131 Shanid, Co. Limerick",29.8
"132 Bilboa, Co. Limerick",15.9
"133 Doon South, Co. Limerick",42.6
"134 Grean, Co. Limerick",46.3
"135 Oola, Co. Limerick",33.6
"136 Templebredon, Co. Limerick",24.1
"001 Nenagh East Urban, North Tipperary",685.3
"002 Nenagh West Urban, North Tipperary",1457.1
"003 Templemore, North Tipperary",451.1
"004 Thurles Urban, North Tipperary",1343.1
"005 Aglishcloghane, North Tipperary",10.2
"006 Ballingarry, North Tipperary",12.5
"007 Ballylusky, North Tipperary",14.7
"008 Borrisokane, North Tipperary",61
"009 Carrig, North Tipperary",14.5
"010 Cloghjordan, North Tipperary",36.6
"011 Cloghprior, North Tipperary",17.2
"012 Clohaskin, North Tipperary",12
"013 Finnoe, North Tipperary",12.6
"014 Graigue, North Tipperary",15.2
"015 Kilbarron, North Tipperary",17
"016 Lorrha East, North Tipperary",10
"017 Lorrha West, North Tipperary",11.6
"018 Mertonhall, North Tipperary",10.5
"019 Rathcabban, North Tipperary",16.4
"020 Redwood, North Tipperary",6.4
"021 Riverstown, North Tipperary",27.5
"022 Terryglass, North Tipperary",16.8
"023 Uskane, North Tipperary",11.9
"024 Abington, North Tipperary",11.6
"025 Aghnameadle, North Tipperary",11.4
"026 Ardcrony, North Tipperary",34.3
"027 Ballina, North Tipperary",124.7
"028 Ballygibbon, North Tipperary",21.5
"029 Ballymackey, North Tipperary",18
"030 Ballynaclogh, North Tipperary",29.1
"031 Birdhill, North Tipperary",32.7
"032 Burgesbeg, North Tipperary",22.7
"033 Carrigatogher, North Tipperary",33.5
"034 Castletown, North Tipperary",48.3
"035 Derrycastle, North Tipperary",22.9
"036 Dolla, North Tipperary",7.8
"037 Greenhall, North Tipperary",19.9
"038 Kilcomenty, North Tipperary",32.5
"039 Kilkeary, North Tipperary",26.8
"040 Killoscully, North Tipperary",17.5
"041 Kilmore, North Tipperary",19
"042 Kilnaneave, North Tipperary",15.4
"043 Kilnarath, North Tipperary",10.2
"044 Knigh, North Tipperary",33.1
"045 Lackagh, North Tipperary",0.7
"046 Latteragh, North Tipperary",24.5
"047 Monsea, North Tipperary",38.2
"048 Nenagh Rural, North Tipperary",55.5
"049 Newport, North Tipperary",102.8
"050 Templederry, North Tipperary",5.3
"051 Youghalarra, North Tipperary",31.2
"052 Borrisnafarney, North Tipperary",11.9
"053 Borrisnoe, North Tipperary",5.7
"054 Bourney East, North Tipperary",12.1
"055 Bourney West, North Tipperary",15.2
"056 Killavinoge, North Tipperary",20.6
"057 Killea, North Tipperary",14.1
"058 Rathnaveoge, North Tipperary",14.3
"059 Roscrea, North Tipperary",131.7
"060 Timoney, North Tipperary",17.2
"061 Ballycahill, North Tipperary",21.6
"062 Ballymurreen, North Tipperary",22.6
"063 Borrisoleigh, North Tipperary",54.3
"064 Drom, North Tipperary",25
"065 Foilnaman, North Tipperary",13.8
"066 Glenkeen, North Tipperary",15.5
"067 Gortkelly, North Tipperary",19.8
"068 Holycross, North Tipperary",40.3
"069 Inch, North Tipperary",27.1
"070 Kilrush, North Tipperary",20.6
"071 Littleton, North Tipperary",42
"072 Longfordpass, North Tipperary",12.8
"073 Loughmoe, North Tipperary",21.6
"074 Moyaliff, North Tipperary",16.8
"075 Moycarky, North Tipperary",33.4
"076 Moyne, North Tipperary",17.2
"077 Rahelty, North Tipperary",30
"078 Templetouhy, North Tipperary",19.6
"079 Thurles Rural, North Tipperary",60.6
"080 Twomileborris, North Tipperary",37.4
"081 Upperchurch, North Tipperary",10.8
"082 Carrickbeg Urban, South Tipperary",421.3
"083 Carrick-on-Suir Urban, South Tipperary",815.8
"084 Cashel Urban, South Tipperary",1791.5
"085 Clonmel East Urban, South Tipperary",1495
"086 Clonmel West Urban, South Tipperary",2264.3
"087 Tipperary East Urban, South Tipperary",1567.9
"088 Tipperary West Urban, South Tipperary",1009.5
"089 Carrick-on-Suir Rural, South Tipperary",32.2
"090 Garrangibbon, South Tipperary",17.5
"091 Kilmurry, South Tipperary",16.1
"092 Newtown, South Tipperary",19
"093 Ardmayle, South Tipperary",24.5
"094 Ardsallagh, South Tipperary",15.9
"095 Ballysheehan, South Tipperary",17.9
"096 Cashel Rural, South Tipperary",74
"097 Clogher, South Tipperary",11.3
"098 Cloneen, South Tipperary",18.9
"099 Clonoulty East, South Tipperary",28.8
"100 Clonoulty West, South Tipperary",16.5
"101 Colman, South Tipperary",22.8
"102 Cooleagh, South Tipperary",19.5
"103 Drangan, South Tipperary",22.6
"104 Fethard, South Tipperary",1219.8
"105 Gaile, South Tipperary",44.4
"106 Graigue, South Tipperary",8.4
"107 Greystown, South Tipperary",14.1
"108 Killeenasteena, South Tipperary",23.6
"109 Killenaule, South Tipperary",43.3
"110 Kilpatrick, South Tipperary",29.8
"111 Knockgraffon, South Tipperary",22.5
"112 Magorban, South Tipperary",18.7
"113 Nodstown, South Tipperary",27
"114 Oughterleague, South Tipperary",31
"115 Peppardstown, South Tipperary",31.2
"116 Tullamain, South Tipperary",30.9
"117 Ardfinnan, South Tipperary",44.4
"118 Ballybacon, South Tipperary",14
"119 Ballyporeen, South Tipperary",22.1
"120 Burncourt, South Tipperary",14.6
"121 Caher, South Tipperary",95.7
"122 Clogheen, South Tipperary",14.4
"123 Coolagarranroe, South Tipperary",17.9
"124 Derrygrath, South Tipperary",28.1
"125 Kilcommon, South Tipperary",83
"126 Kilcoran, South Tipperary",11.3
"127 Mortlestown, South Tipperary",93.7
"128 Newcastle, South Tipperary",20.1
"129 Tubbrid, South Tipperary",19.1
"130 Tullaghmelan, South Tipperary",45.2
"131 Tullaghorton, South Tipperary",11.5
"132 Ballyclerahan, South Tipperary",49.4
"133 Clonmel Rural (Part Urban), South Tipperary",257.3
"134 Inishlounaght (Part Urban), South Tipperary",129.2
"135 Kilcash, South Tipperary",21.9
"136 Killaloan, South Tipperary",8.8
"137 Kilsheelan, South Tipperary",49.7
"138 Kiltinan, South Tipperary",12.3
"139 Lisronagh, South Tipperary",45.6
"140 Anner, South Tipperary",15.5
"141 Ballingarry, South Tipperary",27.8
"142 Ballyphilip, South Tipperary",28
"143 Buolick, South Tipperary",26
"144 Crohane, South Tipperary",15
"145 Farranrory, South Tipperary",20.4
"146 Fennor, South Tipperary",19.9
"147 Kilcooly, South Tipperary",15.1
"148 Kilvemnon, South Tipperary",22.9
"149 Modeshil, South Tipperary",14.1
"150 Mullinahone, South Tipperary",44.3
"151 New Birmingham, South Tipperary",28
"152 Poyntstown, South Tipperary",13.1
"153 Ballycarron, South Tipperary",19
"154 Ballygriffin, South Tipperary",18.8
"155 Ballykisteen, South Tipperary",49.7
"156 Bansha, South Tipperary",35.5
"157 Bruis, South Tipperary",20.8
"158 Cappagh, South Tipperary",36.2
"159 Clonbeg, South Tipperary",13.3
"160 Cullen, South Tipperary",25
"161 Curraheen, South Tipperary",12.2
"162 Donohill, South Tipperary",19
"163 Drumwood, South Tipperary",31.7
"164 Emly, South Tipperary",30.2
"165 Glengar, South Tipperary",8
"166 Golden, South Tipperary",40.1
"167 Kilfeakle, South Tipperary",20.2
"168 Killadriffe, South Tipperary",18.1
"169 Kilmucklin, South Tipperary",22.5
"170 Lattin, South Tipperary",31.3
"171 Rathlynin, South Tipperary",23
"172 Rodus, South Tipperary",14.7
"173 Shronell, South Tipperary",21.9
"174 Solloghodbeg, South Tipperary",21.5
"175 Templeneiry, South Tipperary",9.9
"176 Thomastown, South Tipperary",21.3
"177 Tipperary Rural, South Tipperary",57.9
"001 Ballybeg North, Waterford City",4248.7
"002 Ballybeg South, Waterford City",142.3
"003 Ballybricken West, Waterford City",2161.4
"004 Ballymaclode, Waterford City",348.2
"005 Ballynakill, Waterford City",2047.8
"006 Ballynaneashagh, Waterford City",3.9
"007 Ballytruckle, Waterford City",1356.8
"008 Bilberry, Waterford City",1891.9
"009 Centre A, Waterford City",5488.7
"010 Centre B, Waterford City",4959.9
"011 Cleaboy, Waterford City",3718.1
"012 Custom House A, Waterford City",4271.5
"013 Custom House B, Waterford City",2434.9
"014 Farranshoneen, Waterford City",2503.7
"015 Ferrybank, Waterford City",1187.2
"016 Gracedieu, Waterford City",257.7
"017 Grange North, Waterford City",1900.6
"018 Grange South, Waterford City",637.4
"019 Grange Upper, Waterford City",3023.1
"020 Kilbarry, Waterford City",302.4
"021 Kingsmeadow, Waterford City",2166
"022 Larchville, Waterford City",1539.6
"023 Lisduggan, Waterford City",7098.2
"024 Military Road, Waterford City",3886.8
"025 Morrisson's Avenue East, Waterford City",5199.6
"026 Morrisson's Avenue West, Waterford City",4617.1
"027 Morrisson's Road, Waterford City",7713.6
"028 Mount Sion, Waterford City",4416.7
"029 Newport's Square, Waterford City",7632.6
"030 Newtown, Waterford City",2578.9
"031 Park, Waterford City",2757.8
"032 Poleberry, Waterford City",3001.4
"033 Roanmore, Waterford City",5315
"034 Shortcourse, Waterford City",6591.1
"035 Slievekeale, Waterford City",2755.1
"036 The Glen, Waterford City",9411.2
"037 Ticor North, Waterford City",3771.6
"038 Ticor South, Waterford City",3640
"001 Dungarvan No. 1 Urban, Co. Waterford",1503.8
"002 Dungarvan No. 2 Urban, Co. Waterford",1428.3
"003 Ballydurn, Co. Waterford",7.2
"004 Carrickbeg Rural, Co. Waterford",34.2
"005 Clonea, Co. Waterford",22.9
"006 Fenoagh, Co. Waterford",17.7
"007 Glen, Co. Waterford",16.5
"008 Kilmeadan, Co. Waterford",29.7
"009 Mothel, Co. Waterford",22.1
"010 Portlaw, Co. Waterford",82.3
"011 Rathgormuck, Co. Waterford",5.7
"012 Ross, Co. Waterford",16.7
"013 Ballymacarbry, Co. Waterford",20.2
"014 Graignagower, Co. Waterford",18.4
"015 Gurteen, Co. Waterford",7.2
"016 Kilmacomma, Co. Waterford",33.1
"017 Kilronan, Co. Waterford",20.3
"018 St. Mary's, Co. Waterford",19.4
"019 Aird Mh�r, Co. Waterford",9.6
"020 Baile Mhac Airt, Co. Waterford",12.9
"021 Bohadoon, Co. Waterford",14.2
"022 Cappagh, Co. Waterford",24.5
"023 Carriglea, Co. Waterford",26.8
"024 Clonea, Co. Waterford",89
"025 Colligan, Co. Waterford",28.2
"026 Coumaraglin, Co. Waterford",8.8
"027 Dromana, Co. Waterford",54
"028 Dromore, Co. Waterford",13.4
"029 Dungarvan Rural, Co. Waterford",102.7
"030 Keereen, Co. Waterford",17.8
"031 Knockaunbrandaun, Co. Waterford",7.3
"032 Modelligo, Co. Waterford",17.1
"033 Mountstuart, Co. Waterford",5
"034 An Rinn, Co. Waterford",56.3
"035 Seskinan, Co. Waterford",16.1
"036 Whitechurch, Co. Waterford",19
"037 Annestown, Co. Waterford",47.8
"038 Ballylaneen, Co. Waterford",17
"039 Carrigcastle, Co. Waterford",28.8
"040 Comeragh, Co. Waterford",18.2
"041 Dunhill, Co. Waterford",23.8
"042 Fews, Co. Waterford",17.8
"043 Fox's Castle, Co. Waterford",22.2
"044 Gardenmorris, Co. Waterford",31.9
"045 Georgestown, Co. Waterford",22.1
"046 Kilbarrymeaden, Co. Waterford",50.9
"047 Kilmacthomas, Co. Waterford",62.3
"048 Knockmahon, Co. Waterford",31.6
"049 Mountkennedy, Co. Waterford",16.7
"050 Newtown, Co. Waterford",21.6
"051 Stradbally, Co. Waterford",47.7
"052 Tinnasaggart, Co. Waterford",6.1
"053 Ballyduff, Co. Waterford",16.6
"054 Ballyhane, Co. Waterford",25.7
"055 Ballyin, Co. Waterford",8.8
"056 Ballynamult, Co. Waterford",8.6
"057 Ballysaggartmore, Co. Waterford",9.8
"058 Cappoquin, Co. Waterford",26.5
"059 Castlerichard, Co. Waterford",17.2
"060 Drumroe, Co. Waterford",17
"061 Gortnapeaky, Co. Waterford",24.7
"062 Kilcockan, Co. Waterford",11.6
"063 Kilwatermoy East, Co. Waterford",11.2
"064 Kilwatermoy West, Co. Waterford",13.1
"065 Lismore Rural, Co. Waterford",40.4
"066 Lismore Urban, Co. Waterford",1155.3
"067 Mocollop, Co. Waterford",9.6
"068 Modelligo, Co. Waterford",14.4
"069 Tallow, Co. Waterford",62.5
"070 Ballynakill (Part Rural), Co. Waterford",47.5
"071 Drumcannon, Co. Waterford",28.3
"072 Faithlegg (Part Rural), Co. Waterford",96.6
"073 Islandikane, Co. Waterford",86.3
"074 Kilbarry (Part Rural), Co. Waterford",49.5
"075 Killea, Co. Waterford",115.7
"076 Killoteran, Co. Waterford",54.7
"077 Kilmacleague, Co. Waterford",27.8
"078 Kilmeadan, Co. Waterford",40
"079 Newcastle, Co. Waterford",28.2
"080 Pembrokestown, Co. Waterford",33.1
"081 Rathmoylan, Co. Waterford",72.2
"082 Reisk, Co. Waterford",44.5
"083 Tramore, Co. Waterford",575.8
"084 Woodstown, Co. Waterford",33.7
"085 Ardmore, Co. Waterford",59
"086 Ballyheeny, Co. Waterford",39.7
"087 Clashmore, Co. Waterford",22.2
"088 Glenwilliam, Co. Waterford",18.3
"089 Grallagh, Co. Waterford",12.3
"090 Grange, Co. Waterford",27.6
"091 Kinsalebeg, Co. Waterford",32.3
"092 Templemichael, Co. Waterford",12.4
"001 Ballybaan, Galway City",1811.3
"002 Baile an Bhriotaigh, Galway City",384.8
"003 Bearna, Galway City",2258.3
"004 An Caisle�n Gearr, Galway City",1081.8
"005 Claddagh, Galway City",3556.2
"006 Dangan, Galway City",2745.7
"007 Eyre Square, Galway City",5022.5
"008 An Cnoc�n Carrach, Galway City",724.3
"009 Lough Atalia, Galway City",1118.5
"010 Mionlach, Galway City",642.7
"011 Mervue, Galway City",2022.3
"012 Murroogh, Galway City",965
"013 Newcastle, Galway City",2632.7
"014 Nuns Island, Galway City",2572.6
"015 Rahoon, Galway City",645.4
"016 Renmore, Galway City",1485.2
"017 Rockbarton, Galway City",2922.3
"018 Par�iste San Nicol�is, Galway City",2878.9
"019 Salthill, Galway City",4585.9
"020 Shantalla, Galway City",3441.7
"021 Taylors Hill, Galway City",3896.4
"022 Wellpark, Galway City",2048.9
"001 Ballinasloe Urban, Co. Galway",401
"002 Abbeygormacan, Co. Galway",15.6
"003 Ahascragh, Co. Galway",18.5
"004 Aughrim, Co. Galway",23.6
"005 Ballinasloe Rural, Co. Galway",30.5
"006 Ballymacward, Co. Galway",18
"007 Clonfert, Co. Galway",13.7
"008 Clontuskert, Co. Galway",12.2
"009 Kellysgrove, Co. Galway",15.8
"010 Kilconnell, Co. Galway",23.7
"011 Killaan, Co. Galway",15.9
"012 Killallaghtan, Co. Galway",14.6
"013 Killoran, Co. Galway",14.2
"014 Killure, Co. Galway",20.1
"015 Kilmacshane, Co. Galway",8
"016 Kiltormer, Co. Galway",18.9
"017 Kylemore, Co. Galway",6.1
"018 Laurencetown, Co. Galway",16.8
"019 Lismanny, Co. Galway",11.7
"020 Oatfield, Co. Galway",19.3
"021 Ballynakill, Co. Galway",9.6
"022 Binn an Choire, Co. Galway",2.3
"023 Bunowen, Co. Galway",15.8
"024 Cleggan, Co. Galway",15.1
"025 Clifden, Co. Galway",63.5
"026 Cushkillary, Co. Galway",5.3
"027 Derrycunlagh, Co. Galway",2.1
"028 Derrylea, Co. Galway",6.4
"029 Doonloughan, Co. Galway",6
"030 Errislannan, Co. Galway",11.6
"031 An Uillinn, Co. Galway",2.8
"032 Inishbofin, Co. Galway",13.4
"033 An Cnoc Bu�, Co. Galway",23.4
"034 Ma�ros, Co. Galway",4.4
"035 Abhainn Ghabhla, Co. Galway",5
"036 Rinvyle, Co. Galway",22.7
"037 Cloch na R�n, Co. Galway",15.6
"038 Sillerna, Co. Galway",17.2
"039 Scainimh, Co. Galway",15.6
"040 Eanach Dh�in, Co. Galway",56.4
"041 Aughrim, Co. Galway",38.7
"042 Baile an Teampaill (Part Rural), Co. Galway",97.9
"043 Ballynacourty, Co. Galway",74.8
"044 Bearna (Part Rural), Co. Galway",164.4
"045 Belleville, Co. Galway",29.6
"046 An Carn M�r, Co. Galway",133.9
"047 Ceathr� an Bhr�naigh (Part Rural), Co. Galway",70.9
"048 Baile Chl�ir, Co. Galway",89.5
"049 Clarinbridge, Co. Galway",122.9
"050 Deerpark, Co. Galway",76.5
"051 Na Forbacha, Co. Galway",51.7
"052 Galway Rural (Part Rural), Co. Galway",41.8
"053 �rainn, Co. Galway",26
"054 Cill Chuimin, Co. Galway",25.1
"055 Cill Aithn�n, Co. Galway",15.8
"056 Leacach Beag, Co. Galway",77.4
"057 Liscananaun, Co. Galway",73.1
"058 Lis�n an Bhealaigh, Co. Galway",61
"059 Maigh Cuilinn, Co. Galway",103.7
"060 Oranmore, Co. Galway",192.8
"061 Sailearna, Co. Galway",22.6
"062 Sliabh an Aonaigh, Co. Galway",13.7
"063 An Spid�al, Co. Galway",42
"064 Stradbally, Co. Galway",74.6
"065 Tulaigh Mhic Aodh�in, Co. Galway",95.4
"066 Ballinastack, Co. Galway",20.2
"067 Ballymoe, Co. Galway",19.4
"068 Ballynakill, Co. Galway",13
"069 Boyounagh, Co. Galway",16.3
"070 Creggs, Co. Galway",10.9
"071 Curraghmore, Co. Galway",8.2
"072 Glennamaddy, Co. Galway",27.1
"073 Island, Co. Galway",13.1
"074 Kilcroan, Co. Galway",25.4
"075 Kiltullagh, Co. Galway",14.5
"076 Raheen, Co. Galway",20.8
"077 Scregg, Co. Galway",12
"078 Shankill, Co. Galway",15.7
"079 Templetogher, Co. Galway",16
"080 Toberroe, Co. Galway",13.6
"081 Ardamullivan, Co. Galway",16.1
"082 Ardrahan, Co. Galway",58.6
"083 Ballycahalan, Co. Galway",7.4
"084 Beagh, Co. Galway",20
"085 Cahermore, Co. Galway",24.3
"086 Cappard, Co. Galway",7
"087 Castletaylor, Co. Galway",42
